Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Jack O' Ratern
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Castle Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Tritanium Ore
appliedenergistics2:facade:0, Cable Facade - Tritanium Block
appliedenergistics2:facade:0, Cable Facade - Machine Hull
appliedenergistics2:facade:0, Cable Facade - Fusion Reactor Coil
appliedenergistics2:facade:0, Cable Facade - Yellow Stripes
appliedenergistics2:facade:0, Cable Facade - Coils
appliedenergistics2:facade:0, Cable Facade - Tritanium Smooth Plate
appliedenergistics2:facade:0, Cable Facade - Dark Vent
appliedenergistics2:facade:0, Cable Facade - Vent
appliedenergistics2:facade:0, Cable Facade - Holographic Matrix
appliedenergistics2:facade:0, Cable Facade - Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Tritanium Plate Guided
appliedenergistics2:facade:0, Cable Facade - Carbon Fiber Plate
appliedenergistics2:facade:0, Cable Facade - Matter Tube
appliedenergistics2:facade:0, Cable Facade - Matter Tube
appliedenergistics2:facade:0, Cable Facade - Tritanium Grate
appliedenergistics2:facade:0, Cable Facade - Tritanium Grate
appliedenergistics2:facade:0, Cable Facade - Floor Tiles
appliedenergistics2:facade:0, Cable Facade - White Floor Tiles
appliedenergistics2:facade:0, Cable Facade - Green Floor Tiles
appliedenergistics2:facade:0, Cable Facade - Linoleum Floor
appliedenergistics2:facade:0, Cable Facade - Soft Wall Plates
appliedenergistics2:facade:0, Cable Facade - Tritanium Rail
appliedenergistics2:facade:0, Cable Facade - Tritanium Rail
appliedenergistics2:facade:0, Cable Facade - Tritanium Lamp
appliedenergistics2:facade:0, Cable Facade - Tritanium Lamp
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Engine Exhaust Plasma
appliedenergistics2:facade:0, Cable Facade - Midnight Grass
appliedenergistics2:facade:0, Cable Facade - Midnight Dirt
appliedenergistics2:facade:0, Cable Facade - Midnight Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Midnight Mycelium
appliedenergistics2:facade:0, Cable Facade - Shadowroot Log
appliedenergistics2:facade:0, Cable Facade - Shadowroot Leaves
appliedenergistics2:facade:0, Cable Facade - Dead Wood Log
appliedenergistics2:facade:0, Cable Facade - Dark Willow Log
appliedenergistics2:facade:0, Cable Facade - Dark Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Nightshroom Stem
appliedenergistics2:facade:0, Cable Facade - Nightshroom Cap
appliedenergistics2:facade:0, Cable Facade - Dewshroom Stem
appliedenergistics2:facade:0, Cable Facade - Dewshroom Cap
appliedenergistics2:facade:0, Cable Facade - Viridshroom Stem
appliedenergistics2:facade:0, Cable Facade - Viridshroom Cap
appliedenergistics2:facade:0, Cable Facade - Glob Fungus Stem
appliedenergistics2:facade:0, Cable Facade - Glob Fungus Cap
appliedenergistics2:facade:0, Cable Facade - Rockshroom
appliedenergistics2:facade:0, Cable Facade - Bogshroom Stem
appliedenergistics2:facade:0, Cable Facade - Bogshroom Cap
appliedenergistics2:facade:0, Cable Facade - Deceitful Mud
appliedenergistics2:facade:0, Cable Facade - Deceitful Peat
appliedenergistics2:facade:0, Cable Facade - Nightstone
appliedenergistics2:facade:0, Cable Facade - Trenchstone
appliedenergistics2:facade:0, Cable Facade - Bloomcrystal Rock
appliedenergistics2:facade:0, Cable Facade - Rouxe Rock
appliedenergistics2:facade:0, Cable Facade - Miasma Surface
appliedenergistics2:facade:0, Cable Facade - Dark Pearl Ore
appliedenergistics2:facade:0, Cable Facade - Tenebrum Ore
appliedenergistics2:facade:0, Cable Facade - Nagrilite Ore
appliedenergistics2:facade:0, Cable Facade - Ebonite Ore
appliedenergistics2:facade:0, Cable Facade - Archaic Ore
appliedenergistics2:facade:0, Cable Facade - Nightstone Bricks
appliedenergistics2:facade:0, Cable Facade - Trenchstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Nightstone Bricks
appliedenergistics2:facade:0, Cable Facade - Rockshroom Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Pearl Block
appliedenergistics2:facade:0, Cable Facade - Tenebrum Block
appliedenergistics2:facade:0, Cable Facade - Nagrilite Block
appliedenergistics2:facade:0, Cable Facade - Ebonite Block
appliedenergistics2:facade:0, Cable Facade - Shadowroot Planks
appliedenergistics2:facade:0, Cable Facade - Dead Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Willow Planks
appliedenergistics2:facade:0, Cable Facade - Nightshroom Planks
appliedenergistics2:facade:0, Cable Facade - Dewshroom Planks
appliedenergistics2:facade:0, Cable Facade - Viridshroom Planks
appliedenergistics2:facade:0, Cable Facade - Shadowroot Crafting Table
appliedenergistics2:facade:0, Cable Facade - Suavis
appliedenergistics2:facade:0, Cable Facade - Darkstone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone
appliedenergistics2:facade:0, Cable Facade - Dreadstone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone
appliedenergistics2:facade:0, Cable Facade - Coralium Stone
appliedenergistics2:facade:0, Cable Facade - §bEthaxium
appliedenergistics2:facade:0, Cable Facade - Omothol Stone
appliedenergistics2:facade:0, Cable Facade - Monolith Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone
appliedenergistics2:facade:0, Cable Facade - Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Glowing Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Darkstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Darkstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Chiseled Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Cracked Abyssal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - §9Abyssal Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - §3Block of Abyssalnite
appliedenergistics2:facade:0, Cable Facade - §bBlock of Refined Coralium
appliedenergistics2:facade:0, Cable Facade - §4Block of Dreadium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Ethaxium
appliedenergistics2:facade:0, Cable Facade - Coralium Infused Stone
appliedenergistics2:facade:0, Cable Facade - Darkstone Slab
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Darklands Oak Wood Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Dreadlands Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreaded Abyssalnite Ore
appliedenergistics2:facade:0, Cable Facade - Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Dreadstone Bricks
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Abyssalnite Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Dreadlands Grass
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Log
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Leaves
appliedenergistics2:facade:0, Cable Facade - Dreadlands Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dreadstone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Stone Brick Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Coralium Bricks
appliedenergistics2:facade:0, Cable Facade - Coralium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Iron Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Gold Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Nitre Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Tin Ore
appliedenergistics2:facade:0, Cable Facade - Abyssal Copper Ore
appliedenergistics2:facade:0, Cable Facade - Pearlescent Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Liquified Coralium Ore
appliedenergistics2:facade:0, Cable Facade - Solid lava
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bChiseled Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bCracked Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bEthaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Chiseled Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Cracked Dark Ethaxium Bricks
appliedenergistics2:facade:0, Cable Facade - §4Dark Ethaxium Pillar
appliedenergistics2:facade:0, Cable Facade - §bDark Ethaxium Brick Slab
appliedenergistics2:facade:0, Cable Facade - Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Fused Abyssal Sand
appliedenergistics2:facade:0, Cable Facade - Dreadlands Dirt
appliedenergistics2:facade:0, Cable Facade - Abyssal Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Dreadstone Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Abyssalnite Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Coralium Cobblestone Slab
appliedenergistics2:facade:0, Cable Facade - Calcified Stone
appliedenergistics2:facade:0, Cable Facade - Aether Grass
appliedenergistics2:facade:0, Cable Facade - Enchanted Aether Grass
appliedenergistics2:facade:0, Cable Facade - Aether Dirt
appliedenergistics2:facade:0, Cable Facade - Holystone
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone
appliedenergistics2:facade:0, Cable Facade - Holystone Brick
appliedenergistics2:facade:0, Cable Facade - Quicksoil
appliedenergistics2:facade:0, Cable Facade - Icestone
appliedenergistics2:facade:0, Cable Facade - Ambrosium Ore
appliedenergistics2:facade:0, Cable Facade - Zanite Ore
appliedenergistics2:facade:0, Cable Facade - Gravitite Ore
appliedenergistics2:facade:0, Cable Facade - Skyroot Leaves
appliedenergistics2:facade:0, Cable Facade - Golden Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Skyroot Log
appliedenergistics2:facade:0, Cable Facade - Golden Oak Log
appliedenergistics2:facade:0, Cable Facade - Skyroot Plank
appliedenergistics2:facade:0, Cable Facade - Quicksoil Glass
appliedenergistics2:facade:0, Cable Facade - Aerogel
appliedenergistics2:facade:0, Cable Facade - Enchanted Gravitite
appliedenergistics2:facade:0, Cable Facade - Zanite Block
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Carved Stone
appliedenergistics2:facade:0, Cable Facade - Sentry Stone
appliedenergistics2:facade:0, Cable Facade - Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Light Angelic Stone
appliedenergistics2:facade:0, Cable Facade - Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Light Hellfire Stone
appliedenergistics2:facade:0, Cable Facade - Crystal Leaves
appliedenergistics2:facade:0, Cable Facade - Crystal Fruit Leaves
appliedenergistics2:facade:0, Cable Facade - Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Decorated Holiday Leaves
appliedenergistics2:facade:0, Cable Facade - Present
appliedenergistics2:facade:0, Cable Facade - Pillar
appliedenergistics2:facade:0, Cable Facade - Pillar Top
appliedenergistics2:facade:0, Cable Facade - Skyroot Double Slab
appliedenergistics2:facade:0, Cable Facade - Carved Double Slab
appliedenergistics2:facade:0, Cable Facade - Angelic Double Slab
appliedenergistics2:facade:0, Cable Facade - Hellfire Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Mossy Holystone Double Slab
appliedenergistics2:facade:0, Cable Facade - Holystone Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Sun Altar
appliedenergistics2:facade:0, Cable Facade - Skyroot Bookshelf
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Gray Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Light Gray Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Cyan Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Purple Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Blue Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Brown Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Green Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Red Altered Fabric
appliedenergistics2:facade:0, Cable Facade - Fabric of Reality
appliedenergistics2:facade:0, Cable Facade - Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Orange Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Magenta Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Light Blue Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Yellow Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Lime Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Pink Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Gray Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Light Gray Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Cyan Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Purple Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Blue Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Brown Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Green Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Red Altered Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Ancient Fabric
appliedenergistics2:facade:0, Cable Facade - Unraveled Fabric
appliedenergistics2:facade:0, Cable Facade - tile.marking_plate.name
appliedenergistics2:facade:0, Cable Facade - Compact Raw Porkchop
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Forged wall
appliedenergistics2:facade:0, Cable Facade - Forged pillar
appliedenergistics2:facade:0, Cable Facade - Forged platform
appliedenergistics2:facade:0, Cable Facade - Extractor pipe
appliedenergistics2:facade:0, Cable Facade - Seeping bedrock
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
